id,hood,zipcode,guests,sqft,price
13550201,Manhattan,10027,1,,68
13553429,Brooklyn,11219,6,,46
13554710,Brooklyn,11226,2,,62
13556033,Brooklyn,11219,1,,66
13556488,Queens,11692,2,,150
13556607,Brooklyn,11207,2,,115
13558030,Queens,11372,1,,45
13558387,Manhattan,10021,3,,200
13558555,Manhattan,10021,2,,149
13559208,Manhattan,10024,5,,175
13559570,Manhattan,10027,1,,68
13561961,Brooklyn,11216,1,,34
13562013,Manhattan,10019,4,,300
13562635,Manhattan,10019,4,,220
13563330,Manhattan,10031,1,,36
13563766,Brooklyn,11238,2,,70
13563835,Brooklyn,11211,3,,89
13563973,Brooklyn,11226,3,,115
13564134,Manhattan,nan,6,,200
13564490,Manhattan,10040,6,,100
13564911,Manhattan,10002,2,,175
13565060,Brooklyn,11206,2,,58
13565111,Manhattan,10031,3,,81
13567393,Manhattan,10023,1,,95
13569725,Manhattan,10002,2,,150
13571116,Manhattan,10031,2,,40
13571350,Manhattan,nan,2,,150
13572291,Manhattan,10003,1,,99
13572767,Brooklyn,11211,5,,250
13573101,Manhattan,10013,1,,69
13573103,Brooklyn,11221,1,,35
13573310,Brooklyn,11206,2,,65
13573790,Brooklyn,11211,2,,150
13573828,Brooklyn,11213,7,,270
13574810,Queens,11385,2,,100
13575065,Manhattan,10018,2,,99
13575747,Queens,11103,3,,119
13576581,Manhattan,10027,4,,129
13577207,Brooklyn,11216,6,,175
13577416,Brooklyn,11232,3,,40
13577818,Brooklyn,11233,1,,40
13578125,Brooklyn,11222,2,,125
13578431,Queens,11373,3,,101
13582811,Brooklyn,11207,2,,85
13584582,Manhattan,10018,3,,185
13584889,Brooklyn,11216,3,,50
13585495,Manhattan,10013,2,,110
13585835,Brooklyn,11237,1,,65
13585905,Manhattan,10019,4,,185
13586284,Brooklyn,11233,6,,195
13586426,Manhattan,10025,2,,85
13586549,Brooklyn,11225,4,,100
13587161,Brooklyn,11221,2,,120
13588393,Brooklyn,11216,2,,60
13589297,Manhattan,10025,3,,89
13589415,Manhattan,10029,3,,140
13590002,Manhattan,10027,6,,169
13590391,Manhattan,10025,4,,145
13591017,Brooklyn,11249,3,,145
13591611,Manhattan,10009,2,,100
13595786,Brooklyn,nan,4,,152
13596286,Brooklyn,11215,2,,99
13596544,Manhattan,10009,3,,110
13597896,Brooklyn,11230,2,,40
13599973,Manhattan,10012,1,,115
13600398,Brooklyn,11206,5,,158
13601777,Brooklyn,11216,16,,1000
13603093,Brooklyn,nan,2,,72
13603364,Queens,11103,2,,40
13603951,Manhattan,10022,4,,175
13604485,Brooklyn,11216,3,,90
13604794,Manhattan,nan,2,,65
13604994,Brooklyn,11209,2,,55
13605171,Manhattan,10024,2,,79
13605192,Brooklyn,11203,9,,350
13606307,Brooklyn,11212,4,,71
13606337,Manhattan,10025,2,,50
13607904,Brooklyn,11206,2,,49
13612094,Brooklyn,11233,1,,60
13613052,Manhattan,nan,1,,70
13613919,Brooklyn,11231,5,,140
13614714,Manhattan,10031,4,,89
13614923,Manhattan,10013,3,,259
13615840,Manhattan,10021,2,,113
13616684,Manhattan,10009,4,,300
13617449,Manhattan,10027,2,,105
13618148,Brooklyn,11226,2,,70
13618453,Brooklyn,11216,3,,125
13619296,Brooklyn,11211,4,,150
13619661,Brooklyn,11211,2,,65
13620412,Brooklyn,11216,2,,65
13620503,Manhattan,10013,2,,400
13621211,Manhattan,10016,3,,175
13622049,Manhattan,10028,4,,200
13622454,Manhattan,10021,2,,199
13622647,Manhattan,10028,2,,75
13622777,Brooklyn,11233,2,,44
13623182,Brooklyn,11211,2,,100
13623275,Brooklyn,11222,2,,120
13623361,Manhattan,nan,4,,273
13623452,Brooklyn,11226,2,,85
13623618,Queens,11106,2,,80
13623747,Queens,11102,3,,125
13623880,Manhattan,10019,4,,200
13623987,Manhattan,10065,3,,265
13624795,Manhattan,10014,8,,500
13624873,Manhattan,10003,1,,80
13625381,Brooklyn,11237,1,,35
13625610,Manhattan,10002,2,,135
13627991,Manhattan,10009,1,,70
13630755,Brooklyn,11209,1,,179
13631232,Manhattan,10029,2,,99
13632649,Brooklyn,11201,2,,135
13632675,Brooklyn,11217,2,,104
13632841,Manhattan,10003,2,,128
13633299,Brooklyn,11226,2,,60
13633400,Brooklyn,11201,6,,170
13633468,Manhattan,nan,1,,85
13634292,Queens,11377,1,,60
13634496,Manhattan,10002,1,,75
13634685,Manhattan,10024,5,,349
13635848,Brooklyn,11249,2,,90
13636044,Brooklyn,11226,1,,55
13636887,Brooklyn,11220,5,,95
13637050,Manhattan,10031,1,,50
13638026,Brooklyn,11249,2,,200
13638122,Manhattan,10012,1,,110
13639075,Manhattan,10011,4,,325
13639276,Brooklyn,11225,2,,70
13640120,Brooklyn,11215,4,,180
13640690,Manhattan,10019,2,,134
13640966,Manhattan,10027,4,,150
13641625,Manhattan,10025,4,,150
13642019,Brooklyn,11222,4,,200
13642073,Brooklyn,11205,2,,110
13642568,Brooklyn,11211,2,,105
13642631,Manhattan,10011,2,,150
13643063,Brooklyn,11217,6,,200
13643488,Manhattan,nan,2,,72
13649713,Manhattan,10025,3,,165
13649833,Manhattan,10027,4,,75
13650177,Brooklyn,11213,6,,104
13651173,Manhattan,10009,2,,130
13651250,Manhattan,10003,2,,145
13652851,Queens,11411,2,,40
13653116,Manhattan,10031,2,,60
13653228,Manhattan,10282,1,,220
13653343,Manhattan,10035,2,,99
13653647,Brooklyn,11237,2,,75
13653708,Manhattan,10010,2,,160
13654166,Brooklyn,11214,4,,109
13654347,Manhattan,10025,5,,250
13654429,Manhattan,10031,6,,129
13654534,Brooklyn,11222,4,,90
13655779,Manhattan,10003,2,,198
13656107,Brooklyn,11218,3,,99
13656225,Manhattan,10013,5,,100
13656752,Manhattan,10027,2,,61
13657030,Manhattan,10026,1,,45
13657292,Queens,11692,6,,280
13657515,Brooklyn,11216,2,,60
13657938,Manhattan,10003,3,,150
13658407,Brooklyn,11211,3,,125
13658605,Manhattan,10036,1,,80
13658967,Manhattan,10029,2,,80
13659004,Brooklyn,11207,1,,35
13659055,Queens,11106,2,,40
13659198,Brooklyn,11221,1,,120
13659914,Brooklyn,11218,4,,100
13659949,Brooklyn,11238,5,,259
13659997,Manhattan,10003,2,,129
13660249,Brooklyn,11220,3,,75
13661280,Brooklyn,11201,1,,75
13662078,Brooklyn,11211,2,,135
13662692,Manhattan,10023,2,,200
13666116,Manhattan,10025,2,,90
13666641,Brooklyn,11215,6,,200
13667440,Manhattan,10018,1,,90
13667739,Manhattan,10012,2,,110
13667835,Manhattan,10128,2,,150
13668127,Manhattan,10012,2,,115
13668468,Brooklyn,11225,1,,42
13668573,Brooklyn,11206,2,,75
13668833,Manhattan,10023,3,,189
13668941,Manhattan,10031,6,,125
13669049,Brooklyn,11215,2,,95
13669064,Manhattan,10010,3,,130
13669161,Manhattan,10002,2,,99
13669423,Manhattan,10010,3,,185
13669613,Manhattan,nan,4,,177
13669942,Brooklyn,11231,2,,100
13670094,Manhattan,10029,3,,102
13670109,Manhattan,10003,2,,120
13670376,Manhattan,10016,4,,155
13671558,Manhattan,10026,2,,67
13671936,Brooklyn,nan,1,,50
13672890,Manhattan,10065,1,,55
13673242,Staten Island,10303,4,,125
13673459,Manhattan,10029,2,,125
13673735,Brooklyn,11226,3,,90
13673873,Brooklyn,11218,3,,70
13673951,Brooklyn,11230,2,,39
13674053,Brooklyn,11237,2,,60
13674169,Manhattan,10028,3,,125
13674338,Manhattan,10028,3,,133
13674349,Brooklyn,11238,4,,169
13674799,Brooklyn,11231,4,,110
13675000,Brooklyn,11206,2,,150
13675798,Manhattan,10128,2,,100
13679698,Manhattan,10025,1,,69
13681859,Manhattan,10012,2,,158
13682508,Brooklyn,11201,4,,190
13684217,Brooklyn,11217,3,,180
13685550,Brooklyn,11205,1,,36
13685807,Manhattan,10019,3,,176
13685871,Brooklyn,11211,3,,199
13685932,Manhattan,10019,2,,150
13686122,Manhattan,10003,2,,250
13686425,Manhattan,10031,1,,50
13686914,Manhattan,10017,1,,65
13686978,Manhattan,10003,2,,118
13687060,Manhattan,10010,2,,189
13687101,Manhattan,10065,2,,79
13687180,Brooklyn,11238,2,,75
13688249,Brooklyn,11237,3,,100
13688316,Manhattan,10075,2,,200
13688670,Queens,11375,3,,90
13688739,Bronx,10458,3,,65
13688888,Manhattan,10032,2,,125
13689663,Manhattan,10012,1,,124
13689706,Brooklyn,11221,3,,120
13693976,Brooklyn,11213,9,,300
13694127,Brooklyn,11206,1,,75
13694129,Manhattan,10027,1,,68
13694279,Brooklyn,11230,4,,113
13694429,Manhattan,10027,1,,69
13694692,Manhattan,10031,2,,50
13696003,Manhattan,10027,2,,90
13696267,Brooklyn,11225,2,,44
13697001,Queens,11417,1,,25
13697770,Manhattan,10003,6,,499
13698019,Brooklyn,11232,2,,90
13698284,Manhattan,10002,2,,118
13698623,Bronx,10451,2,,42
13698789,Manhattan,10031,1,,57
13699008,Brooklyn,11222,2,,150
13699396,Brooklyn,11211,2,,66
13699944,Manhattan,10282,4,,95
13700144,Manhattan,10029,1,,40
13700298,Manhattan,10032,3,,65
13702697,Manhattan,10019,4,,199
13705844,Brooklyn,11231,2,,65
13707310,Brooklyn,11225,2,,70
13707813,Manhattan,10031,2,,59
13708336,Manhattan,10003,3,,150
13708345,Brooklyn,11222,4,,300
13709910,Brooklyn,11238,2,,45
13710241,Manhattan,10026,1,,110
13711038,Brooklyn,11211,2,,65
13711439,Brooklyn,11215,4,,130
13712165,Manhattan,10010,3,,300
13712179,Brooklyn,11201,2,,111
13712336,Brooklyn,11212,2,,65
13714218,Brooklyn,11238,2,,200
13714244,Manhattan,10013,2,,99
13714531,Brooklyn,11238,4,,225
13714537,Queens,11103,2,,65
13715661,Brooklyn,11205,4,,175
13715798,Manhattan,10009,3,,120
13715977,Manhattan,10030,2,,49
13716080,Manhattan,10024,2,,175
13721612,Manhattan,10128,2,,350
13722149,Manhattan,10016,2,,119
13723312,Manhattan,10037,3,,110
13724284,Brooklyn,11225,4,,100
13725194,Brooklyn,11221,1,,45
13725208,Manhattan,10002,2,,50
13725947,Brooklyn,11238,2,,80
13725995,Manhattan,10027,2,,95
13726217,Brooklyn,11211,1,,50
13726495,Queens,11372,2,,90
13726934,Manhattan,10009,3,,30
13727297,Manhattan,10014,6,,225
13727995,Brooklyn,11206,1,,65
13728033,Manhattan,10022,4,,199
13728204,Queens,11101,3,,125
13728712,Brooklyn,11237,3,,89
13729180,Manhattan,10003,4,,300
13729876,Brooklyn,11211,2,,200
13729934,Manhattan,10024,2,,200
13730254,Manhattan,10003,2,,129
13730290,Manhattan,10027,2,,145
13730495,Brooklyn,11231,4,,185
13731019,Manhattan,10023,2,,92
13731797,Manhattan,10031,4,,119
13731898,Brooklyn,11237,6,,120
13732001,Manhattan,10028,3,,155
13732215,Brooklyn,11236,4,,80
13733036,Manhattan,10013,3,,124
13733309,Manhattan,10025,2,,85
13733733,Brooklyn,nan,2,,55
13733926,Manhattan,10029,4,,150
13734035,Manhattan,10009,3,,250
13734814,Brooklyn,11218,4,,150
13739108,Brooklyn,11201,2,,121
13740409,Queens,11365,6,,350
13740419,Manhattan,10036,2,,115
13740704,Brooklyn,11234,2,,45
13740793,Manhattan,10025,2,,65
13743061,Manhattan,nan,3,,153
13743350,Manhattan,10029,4,,175
13743786,Staten Island,10304,8,,120
13744371,Brooklyn,11206,2,,49
13744807,Manhattan,10003,3,,250
13745149,Brooklyn,11211,2,,110
13745575,Brooklyn,11211,6,,199
13745898,Manhattan,10002,3,,124
13746257,Brooklyn,11211,2,,175
13746962,Manhattan,10011,2,,150
13747861,Brooklyn,11221,5,,295
13748546,Manhattan,10011,4,,210
13748851,Manhattan,10009,2,,125
13749286,Manhattan,10012,2,,112
13749474,Brooklyn,11233,5,,118
13750084,Brooklyn,11211,2,,85
13750448,Brooklyn,11216,2,,69
13750770,Manhattan,10003,4,,200
13750812,Queens,11355,2,,40
13751295,Brooklyn,11222,4,,99
13751603,Brooklyn,11211,2,,60
13752309,Queens,11693,2,,75
13752439,Queens,11434,4,,61
13752815,Queens,11692,3,,76
13752982,Manhattan,10028,3,,105
13753375,Brooklyn,11211,4,,150
13754002,Manhattan,10021,3,,240
13754150,Manhattan,10022,2,,140
13757845,Manhattan,10011,2,,199
13760233,Manhattan,10012,2,,65
13761271,Queens,11355,4,,68
13761654,Manhattan,10002,4,,69
13761856,Manhattan,10030,5,,250
13762234,Manhattan,10028,3,,175
13762667,Manhattan,10009,1,,110
13763369,Queens,11103,2,,50
13763512,Manhattan,10009,2,,75
13764238,Manhattan,10003,1,,75
13764772,Queens,11106,1,,30
13764984,Brooklyn,11236,2,,90
13765146,Manhattan,10026,2,,70
13765644,Brooklyn,11217,3,,140
13765949,Manhattan,10028,2,,120
13766690,Bronx,nan,2,,82
13767238,Manhattan,10012,3,,200
13767337,Brooklyn,11229,4,,225
13767853,Brooklyn,11222,2,,75
13768719,Manhattan,10014,2,,230
13769006,Brooklyn,11233,2,,50
13769222,Queens,11385,1,,35
13769545,Brooklyn,11238,2,,60
13769969,Brooklyn,11222,2,,50
13770179,Manhattan,10025,2,,48
13770680,Queens,11355,3,,55
13770759,Queens,11355,2,,40
13770780,Queens,11105,2,,60
13770856,Queens,11355,2,,40
13770959,Brooklyn,11238,4,,245
13770996,Manhattan,10028,3,,125
13771435,Manhattan,10024,3,,150
13771529,Manhattan,10031,2,,100
13771885,Brooklyn,11234,2,,45
13771957,Manhattan,10033,2,,55
13777303,Manhattan,10010,3,,399
13778127,Manhattan,10075,3,,150
13778951,Brooklyn,11217,2,,47
13779358,Queens,11372,4,,125
13780126,Queens,11435,2,,75
13780778,Manhattan,10024,2,,80
13782517,Brooklyn,11233,1,,45
13782533,Queens,11385,1,,30
13782654,Brooklyn,11238,2,,102
13783769,Brooklyn,11211,2,,55
13784458,Manhattan,10029,2,,155
13785383,Manhattan,10031,3,,120
13785938,Manhattan,10040,2,,95
13788013,Manhattan,10075,2,,199
13788132,Brooklyn,11205,2,,45
13788789,Manhattan,10019,2,,65
13794590,Manhattan,10030,2,,90
13794822,Brooklyn,11222,2,,59
13795744,Brooklyn,11237,2,,69
13795756,Brooklyn,11215,6,,300
13798188,Brooklyn,11207,2,,50
13798719,Brooklyn,11211,4,,150
13799217,Manhattan,10016,2,,130
13800652,Manhattan,10031,2,,55
13801296,Brooklyn,11205,2,,57
13801326,Brooklyn,11205,2,,50
13802195,Brooklyn,11211,2,,100
13802334,Brooklyn,11238,1,,65
13802521,Brooklyn,11230,2,,50
13802699,Queens,11422,2,,70
13803517,Brooklyn,11221,1,,40
13805038,Brooklyn,11206,5,,250
13808262,Brooklyn,11225,2,,33
13810048,Brooklyn,11221,2,,46
13811008,Queens,nan,2,,101
13811490,Brooklyn,11226,4,,76
13811866,Manhattan,10010,1,,70
13812310,Brooklyn,11207,3,,129
13812808,Brooklyn,11216,3,,100
13813731,Brooklyn,11233,2,,58
13814049,Brooklyn,11218,2,,50
13814227,Manhattan,10031,2,,76
13814281,Queens,11385,1,,35
13815162,Queens,11355,2,,40
13816362,Manhattan,10019,2,,80
13816385,Brooklyn,11221,2,,43
13820083,Brooklyn,11238,2,,95
13821190,Queens,11103,1,,55
13822434,Manhattan,10031,1,,40
13824020,Brooklyn,11215,4,,700
13824675,Brooklyn,11201,2,,140
13827959,Brooklyn,11230,2,,99
13828922,Manhattan,10025,2,,80
13829549,Brooklyn,11206,2,,75
13829927,Queens,11377,2,,50
13830415,Manhattan,10031,5,,100
13830463,Manhattan,10003,2,,100
13838042,Manhattan,nan,3,,80
13839238,Brooklyn,11221,2,,60
13841200,Brooklyn,11215,8,,400
13841569,Brooklyn,11224,2,,75
13841625,Brooklyn,11216,2,,45
13842204,Manhattan,10026,4,,123
13843270,Manhattan,nan,2,,130
13843286,Manhattan,10014,3,,325
13843681,Manhattan,10032,4,,95
13844921,Queens,11101,2,,90
13845597,Brooklyn,11206,2,,150
13846934,Manhattan,10026,4,,165
13847244,Manhattan,10019,1,,250
13848005,Manhattan,nan,2,,200
13848199,Manhattan,10039,2,,70
13854483,Brooklyn,11237,2,,105
13855164,Brooklyn,11205,4,,150
13855981,Manhattan,10026,5,,172
13856320,Brooklyn,11218,2,,105
13856810,Manhattan,10003,3,,150
13857003,Manhattan,10014,3,,133
13857291,Manhattan,10034,2,,65
13857312,Manhattan,10009,3,,125
13857521,Manhattan,10031,2,,140
13858187,Manhattan,10014,2,,300
13859134,Queens,11375,2,,90
13859196,Queens,nan,2,,30
13859473,Brooklyn,11221,2,,109
13859896,Brooklyn,11249,4,,146
13862377,Brooklyn,11233,2,,120
13862929,Brooklyn,11211,2,,125
13862932,Manhattan,10003,1,,80
13863230,Queens,11103,2,,110
13864224,Manhattan,10038,4,,200
13864653,Brooklyn,11222,2,,100
13864705,Bronx,10466,2,,52
13864889,Manhattan,10023,2,,170
13865089,Manhattan,10017,2,,90
13865843,Manhattan,10017,2,,200
13866112,Manhattan,10003,2,,165
13866269,Brooklyn,11216,2,,75
13867104,Brooklyn,nan,2,,155
13867110,Brooklyn,11211,3,,144
13868137,Brooklyn,nan,1,,25
13873028,Manhattan,10019,4,,500
13876681,Manhattan,10036,2,,150
13876809,Brooklyn,11236,2,,65
13877683,Brooklyn,11233,3,,99
13878031,Brooklyn,11207,2,,120
13878195,Manhattan,10030,2,,100
13879280,Brooklyn,11216,16,,250
13879391,Brooklyn,11237,1,,55
13879841,Brooklyn,11221,1,,55
13880280,Manhattan,10025,1,,60
13880509,Brooklyn,11216,1,,36
13880697,Manhattan,10029,2,,105
13880742,Manhattan,10007,2,,315
13880972,Manhattan,10019,1,,65
13881020,Manhattan,10031,2,,50
13881135,Brooklyn,11221,2,,69
13881521,Manhattan,10024,1,,95
13881577,Manhattan,10016,4,,179
13881622,Brooklyn,11211,4,,249
13881920,Manhattan,10011,4,,130
13882394,Manhattan,10003,7,,1800
13882858,Queens,11377,4,,99
13882864,Staten Island,10301,2,,50
13883020,Brooklyn,11211,5,,370
13883029,Brooklyn,11211,1,,55
13883249,Manhattan,10011,2,,147
13883303,Brooklyn,nan,1,,40
13883481,Brooklyn,11216,2,,65
13884253,Brooklyn,11218,2,,46
13884628,Manhattan,10027,2,,110
13884778,Manhattan,10027,2,,100
13885829,Manhattan,10022,2,,140
13885982,Brooklyn,11206,2,,55
13886618,Brooklyn,11225,4,,130
13889399,Queens,11105,5,,125
13891181,Brooklyn,11221,2,,55
13891302,Manhattan,10036,5,,259
13891485,Manhattan,10005,3,,270
13891670,Brooklyn,11216,2,,41
13892036,Manhattan,10002,2,,85
13893264,Brooklyn,11225,4,,175
13893494,Manhattan,10011,5,,350
13893523,Manhattan,10027,2,,175
13893853,Brooklyn,11221,3,,140
13893861,Manhattan,10040,3,,89
13894339,Brooklyn,11222,3,,10000
13894813,Manhattan,10036,1,,113
13895156,Brooklyn,11211,4,,300
13895437,Brooklyn,11237,2,,38
13899190,Manhattan,10009,2,,120
13899934,Manhattan,10128,2,,99
13900417,Brooklyn,11221,6,,115
13900692,Manhattan,10031,2,,55
13900712,Queens,11372,3,,80
13901170,Brooklyn,11203,4,,62
13902088,Manhattan,10010,2,,120
13902591,Brooklyn,11211,1,,60
13902725,Manhattan,10036,2,,195
13905833,Manhattan,10019,2,,150
13905835,Brooklyn,11221,3,,90
13906636,Brooklyn,11216,3,,138
13907229,Queens,11693,2,,85
13907872,Brooklyn,nan,2,,120
13910111,Brooklyn,11221,2,,41
13910919,Queens,11434,1,,159
13911123,Brooklyn,11221,1,,35
13911206,Manhattan,10025,5,,250
13911729,Brooklyn,11201,2,,215
13911835,Queens,11102,2,,115
13912267,Manhattan,10021,4,,99
13912712,Manhattan,10021,2,,129
13912725,Queens,11106,2,,75
13912926,Queens,11375,4,,200
13913803,Brooklyn,11205,2,,65
13914201,Manhattan,10026,2,,250
13914226,Brooklyn,11205,3,,130
13914237,Manhattan,10023,2,,70
13914735,Queens,11692,2,,45
13915004,Manhattan,10026,4,,250
13915699,Brooklyn,11230,4,,75
13916105,Manhattan,10012,2,,150
13917029,Brooklyn,11206,1,,42
13920551,Bronx,10452,1,,22
13920697,Brooklyn,nan,2,,125
13920801,Manhattan,10026,2,,99
13921462,Brooklyn,11222,2,,60
13921768,Manhattan,10032,2,,45
13922353,Manhattan,10019,3,,130
13923165,Manhattan,10032,2,,40
13923255,Manhattan,10002,2,,90
13924403,Queens,11103,1,,55
13925864,Queens,11106,4,,10000
13926029,Brooklyn,11215,2,,35
13926341,Manhattan,10002,3,,140
13926463,Queens,11101,1,,70
13926549,Manhattan,10024,2,,250
13926604,Manhattan,10001,1,,85
13926664,Manhattan,10001,1,,85
13926702,Manhattan,10024,3,,98
13927922,Queens,11105,3,,90
13927957,Manhattan,10017,3,,129
13928461,Queens,11103,2,,100
13934761,Manhattan,10032,2,,70
13934790,Brooklyn,11216,5,,150
13934894,Manhattan,10007,1,,100
13935360,Manhattan,10031,5,,100
13935511,Brooklyn,nan,2,,60
13936824,Brooklyn,11222,4,,120
13937701,Manhattan,10032,2,,140
13937820,Brooklyn,11206,2,,55
13937854,Brooklyn,11213,4,,75
13938420,Brooklyn,11225,2,,85
13940091,Manhattan,10016,3,,176
13940096,Manhattan,10024,1,,139
13941017,Brooklyn,11205,4,,185
13941210,Queens,11102,3,,70
13941236,Brooklyn,11207,4,,100
13941973,Queens,11377,2,,55
13941998,Brooklyn,11217,2,,150
13942612,Brooklyn,11215,3,,113
13942921,Brooklyn,11238,2,,45
13943523,Manhattan,10016,4,,280
13944942,Manhattan,10025,2,,120
13945103,Queens,11377,1,,90
13949732,Brooklyn,11225,10,,225
13950233,Manhattan,10016,4,,175
13951405,Manhattan,10013,4,,650
13951959,Brooklyn,11238,6,,325
13952269,Brooklyn,11215,8,,359
13952384,Manhattan,10065,3,,108
13952428,Brooklyn,11206,1,,67
13952801,Brooklyn,11222,1,,25
13953083,Manhattan,10003,4,,182
13953224,Manhattan,10001,2,,190
13953640,Queens,11417,4,,125
13954028,Manhattan,10025,1,,124
13954583,Brooklyn,11237,2,,45
13955012,Brooklyn,11221,2,,100
13955160,Brooklyn,11238,2,,55
13955165,Brooklyn,11238,6,,175
13956326,Brooklyn,11206,6,,200
13956372,Manhattan,10019,5,,378
13956613,Brooklyn,11230,5,,200
13957261,Queens,11385,2,,60
13957427,Manhattan,10009,3,,175
13957499,Manhattan,10027,2,,88
13959100,Brooklyn,11210,1,,57
13959346,Brooklyn,11217,1,,145
13959538,Manhattan,10016,2,,142
13959556,Queens,11434,2,,80
13959712,Manhattan,10016,3,,420
13959767,Manhattan,10022,3,,125
13959891,Manhattan,10021,3,,125
13960277,Brooklyn,11225,3,,80
13960907,Brooklyn,11211,2,,70
13961015,Bronx,10458,4,,120
13961209,Brooklyn,11205,2,,90
13962117,Brooklyn,11205,2,,115
13963005,Queens,11375,6,,2350
13963326,Manhattan,10031,1,,51
13968271,Brooklyn,11217,4,,200
13968722,Manhattan,10019,2,,105
13970217,Manhattan,10022,4,,129
13971471,Manhattan,10012,1,,70
13974200,Brooklyn,11226,4,,65
13974584,Brooklyn,nan,2,,50
13975292,Brooklyn,11217,2,,85
13978036,Brooklyn,11221,2,,100
13978084,Brooklyn,11213,8,,57
13978228,Brooklyn,11222,2,,104
13979519,Brooklyn,11206,2,,53
13980280,Brooklyn,nan,2,,115
13980502,Bronx,10463,1,,56
13980828,Brooklyn,11216,5,,139
13980860,Brooklyn,11225,7,,130
13980911,Queens,11106,2,,65
13980920,Brooklyn,11203,6,,300
13980926,Manhattan,10009,2,,90
13981865,Queens,11355,2,,50
13983092,Brooklyn,11220,1,,45
13987276,Manhattan,10031,2,,150
13987302,Manhattan,10036,1,,155
13990819,Brooklyn,11222,3,,150
13990841,Brooklyn,11217,4,,130
13991186,Manhattan,10019,4,,275
13991526,Brooklyn,11222,4,,100
13992183,Brooklyn,11238,2,,55
13992442,Brooklyn,11232,2,,50
13992742,Manhattan,10012,2,,215
13993046,Manhattan,10033,2,,40
13993376,Brooklyn,11210,2,,103
13994052,Brooklyn,11237,2,,50
13995008,Manhattan,10013,1,,500
13995107,Brooklyn,11238,2,,54
13995350,Manhattan,10003,1,,79
13995561,Brooklyn,11233,2,,50
13995614,Manhattan,10016,2,,140
13996108,Brooklyn,11222,5,,150
13996617,Brooklyn,11226,2,,80
13996905,Manhattan,10128,2,,192
13997385,Brooklyn,11211,1,,85
13997539,Brooklyn,11205,4,,85
13997552,Queens,11103,4,,135
13997792,Bronx,10458,1,,60
13997894,Queens,11368,2,,85
13998049,Manhattan,10036,4,,150
13998064,Brooklyn,11201,4,,75
13998223,Manhattan,10027,7,,150
13998293,Manhattan,10009,2,,150
13998679,Queens,11104,4,,279
13999070,Queens,11377,2,,120
14006823,Manhattan,10036,3,,107
14007809,Manhattan,10012,4,,400
14010200,Brooklyn,11225,2,,89
14010220,Manhattan,10013,9,,850
14010651,Manhattan,10002,3,,275
14010699,Brooklyn,11207,2,,57
14010951,Brooklyn,11211,2,,150
14011318,Brooklyn,11221,2,,50
14011411,Manhattan,10014,3,,150
14011511,Brooklyn,11208,2,,29
14011916,Brooklyn,11211,3,,100
14012274,Manhattan,10022,4,,152
14012606,Manhattan,10013,9,,739
14012748,Manhattan,10003,2,,350
14014128,Brooklyn,11212,2,,45
14014170,Brooklyn,11226,2,,49
14015822,Brooklyn,11226,1,,45
14016202,Manhattan,10009,2,,120
14016206,Brooklyn,11211,1,,66
14021649,Manhattan,10033,2,,64
14021937,Queens,11105,2,,100
14022980,Brooklyn,11206,1,,33
14023316,Brooklyn,11238,2,,70
14023652,Manhattan,10001,3,,225
14024257,Manhattan,10012,2,,320
14024708,Staten Island,10306,4,,62
14025561,Manhattan,10019,3,,130
14026544,Manhattan,10009,2,,95
14027065,Manhattan,10017,1,,90
14027756,Manhattan,10012,4,,350
14027839,Brooklyn,11216,2,,160
14028018,Manhattan,10036,3,,120
14028280,Manhattan,10022,4,,250
14028380,Brooklyn,11213,4,,106
14028513,Queens,11103,5,,200
14029633,Brooklyn,11229,4,,119
14029776,Manhattan,10012,4,,85
14030285,Brooklyn,11226,8,,189
14032445,Manhattan,10026,3,,100
14036117,Manhattan,10040,2,,40
14036591,Brooklyn,11206,1,,45
14036911,Brooklyn,11238,1,,38
14037459,Manhattan,10037,3,,165
14038355,Manhattan,10032,2,,70
14039239,Brooklyn,11215,1,,80
14039287,Brooklyn,11215,2,,40
14041141,Manhattan,10011,1,,175
14041548,Queens,11377,1,,70
14041728,Queens,11104,2,,85
14042426,Bronx,10463,2,,50
14043646,Queens,11375,5,,69
14043849,Brooklyn,11211,2,,54
14044731,Manhattan,10031,1,,38
14048187,Brooklyn,11211,1,,300
14050933,Brooklyn,11220,2,,41
14051949,Manhattan,10009,2,,94
14052740,Manhattan,10024,4,,250
14053273,Brooklyn,11237,2,,54
14055238,Brooklyn,11215,6,,240
14056307,Manhattan,nan,2,,250
14057678,Manhattan,10011,2,,125
14057802,Brooklyn,11211,2,,55
14058251,Brooklyn,11226,2,,80
14058357,Brooklyn,11235,2,,44
14058375,Manhattan,10004,1,,90
14058880,Brooklyn,11215,2,,135
14064701,Manhattan,10009,1,,170
14065007,Brooklyn,11238,5,,140
14065198,Brooklyn,11211,2,,199
14066228,Manhattan,nan,2,,110
14066397,Manhattan,10033,3,,115
14066702,Manhattan,10032,2,,70
14068646,Manhattan,10003,6,,200
14068668,Manhattan,10016,4,,197
14069371,Brooklyn,11201,2,,82
14069379,Brooklyn,11206,4,,85
14070671,Queens,11368,5,,69
14071193,Manhattan,10009,2,,150
14071357,Brooklyn,11222,1,,49
14071436,Manhattan,10022,4,,165
14071802,Queens,11106,2,,90
14071817,Manhattan,10027,2,,92
14072298,Brooklyn,11211,1,,60
