id,hood,zipcode,guests,sqft,price
22410359,Brooklyn,11222,2,,80
22411635,Brooklyn,11211,2,,80
22412331,Queens,11102,1,,40
22416923,Queens,11385,2,,60
22417011,Manhattan,10025,1,,200
22417648,Manhattan,10002,2,,119
22419930,Queens,11106,2,,99
22420902,Brooklyn,11206,1,,50
22421636,Queens,11102,3,,130
22423342,Queens,11101,2,,60
22429595,Brooklyn,11231,1,,30
22431770,Manhattan,10010,2,,129
22432497,Brooklyn,11221,1,,34
22432585,Manhattan,10029,2,,98
22433073,Brooklyn,11237,1,,125
22433593,Queens,11385,1,,38
22434082,Manhattan,10014,3,,225
22434380,Manhattan,10002,1,,55
22434861,Brooklyn,11221,6,,65
22435019,Manhattan,10027,6,,180
22435288,Manhattan,10029,2,,63
22435399,Queens,11102,2,,110
22435504,Queens,11105,1,,45
22435813,Brooklyn,11238,2,,150
22436168,Brooklyn,11238,1,,32
22436287,Brooklyn,11238,3,,108
22436770,Manhattan,10036,6,,1500
22436899,Manhattan,10023,4,,10000
22437558,Brooklyn,11207,2,,50
22438519,Brooklyn,11211,2,,75
22438742,Brooklyn,11211,3,,150
22438808,Manhattan,10009,4,,165
22440046,Manhattan,10002,2,,125
22445969,Manhattan,10016,2,,150
22446079,Brooklyn,11216,2,,60
22446205,Brooklyn,11236,2,,27
22446479,Brooklyn,11249,2,,55
22446568,Manhattan,10003,2,,199
22446845,Bronx,10452,2,,55
22447398,Manhattan,10013,2,,180
22447855,Manhattan,10002,2,,109
22448345,Manhattan,10002,2,,109
22448487,Brooklyn,11233,2,,139
22448627,Brooklyn,11221,1,,39
22448905,Brooklyn,11213,3,,80
22449860,Brooklyn,11216,6,,225
22451363,Manhattan,10025,2,,150
22451798,Brooklyn,11233,2,,75
22452129,Brooklyn,11233,2,,85
22452278,Brooklyn,11231,2,,150
22452536,Manhattan,10010,3,,150
22452728,Queens,11103,2,,65
22453638,Brooklyn,11211,5,,140
22454253,Manhattan,10033,5,,160
22454537,Bronx,10461,4,,300
22454710,Manhattan,10023,4,,225
22454765,Queens,11102,3,,200
22455153,Manhattan,10019,5,,220
22455181,Manhattan,10003,2,,90
22460283,Brooklyn,11216,2,,38
22460607,Manhattan,10010,2,,200
22460669,Brooklyn,11206,2,,40
22462752,Manhattan,10002,6,,240
22462797,Manhattan,10021,3,,150
22463977,Brooklyn,11238,2,,35
22464295,Manhattan,10002,4,,250
22465327,Brooklyn,11221,12,,399
22465657,Manhattan,10002,4,,220
22466002,Manhattan,10002,2,,170
22466315,Manhattan,10002,3,,170
22468075,Manhattan,10035,2,,80
22469509,Manhattan,10002,2,,96
22470605,Brooklyn,11222,2,,75
22471099,Brooklyn,11238,1,,39
22471517,Brooklyn,11226,3,,100
22471620,Manhattan,10027,2,,70
22472801,Queens,nan,8,,80
22478609,Manhattan,10022,2,,140
22479006,Brooklyn,11205,2,,260
22479926,Brooklyn,11211,2,,80
22480137,Manhattan,10001,4,,50
22480209,Brooklyn,11212,3,,32
22480570,Brooklyn,11215,2,,85
22481014,Brooklyn,11222,1,,108
22481246,Manhattan,10019,4,,250
22481840,Brooklyn,11207,1,,28
22482376,Manhattan,10002,2,,101
22483105,Manhattan,10016,4,,168
22483110,Brooklyn,11215,3,,100
22483585,Brooklyn,11231,7,,180
22483776,Queens,11377,1,,30
22484006,Queens,11101,2,,44
22484057,Brooklyn,11218,2,,45
22484513,Brooklyn,11211,2,,70
22485639,Manhattan,nan,4,,85
22485685,Manhattan,10065,4,,85
22485716,Queens,11366,2,,75
22489858,Manhattan,10065,4,,85
22491853,Manhattan,10026,2,,75
22494825,Bronx,10454,8,,140
22495122,Manhattan,10040,2,,115
22497711,Manhattan,10019,2,,80
22499295,Manhattan,10003,2,,250
22499728,Manhattan,10003,2,,100
22502171,Manhattan,10029,2,,60
22503167,Brooklyn,11221,2,,60
22503340,Brooklyn,11206,1,,42
22503721,Queens,11429,2,,120
22504678,Manhattan,10025,2,,70
22505049,Brooklyn,11203,2,,40
22505480,Manhattan,10025,2,,132
22510428,Manhattan,10031,3,,45
22511108,Staten Island,10304,4,,139
22512408,Manhattan,10044,1,,78
22512917,Brooklyn,11238,2,,75
22513387,Brooklyn,11216,1,,50
22514245,Manhattan,10024,2,,275
22514608,Manhattan,10031,2,,105
22514661,Manhattan,10009,5,,149
22515792,Brooklyn,11221,4,,89
22516244,Brooklyn,11225,4,,80
22516361,Manhattan,10003,4,,132
22516600,Brooklyn,11221,2,,50
22516899,Brooklyn,11216,2,,50
22517063,Queens,11411,3,,50
22518038,Brooklyn,11201,2,,300
22524272,Manhattan,10013,1,,350
22527937,Manhattan,10036,2,,65
22529131,Manhattan,10002,3,,180
22529259,Brooklyn,11206,2,,111
22530764,Brooklyn,11203,2,,100
22531031,Brooklyn,11203,2,,89
22531866,Brooklyn,11249,1,,44
22532303,Brooklyn,11211,1,,69
22533230,Manhattan,10003,1,,75
22533436,Manhattan,10029,1,,35
22533734,Brooklyn,11217,4,,200
22534385,Brooklyn,11213,2,,60
22534758,Brooklyn,11211,4,,300
22535503,Brooklyn,11233,4,,72
22543061,Brooklyn,11222,1,,60
22543433,Brooklyn,11213,8,,350
22544160,Bronx,10468,2,,80
22545036,Manhattan,10025,1,,39
22545117,Brooklyn,11206,3,,108
22545284,Brooklyn,11203,4,,85
22545840,Bronx,10458,2,,40
22545850,Brooklyn,11205,2,,60
22546236,Queens,11366,3,,30
22548780,Brooklyn,11238,1,,48
22550289,Brooklyn,11201,4,,175
22550431,Brooklyn,11211,4,,175
22550483,Manhattan,10001,1,,88
22551923,Brooklyn,11221,4,,60
22552956,Brooklyn,11221,2,,85
22553501,Manhattan,nan,2,,70
22556901,Manhattan,10003,4,,161
22561496,Bronx,nan,5,,155
22562364,Queens,11101,1,,38
22564725,Queens,11106,1,,48
22567255,Brooklyn,11221,2,,70
22567430,Brooklyn,11203,2,,89
22568033,Manhattan,10036,4,,275
22568389,Brooklyn,11205,1,,50
22568702,Brooklyn,11249,1,,55
22569493,Brooklyn,11213,4,,180
22570044,Manhattan,10035,2,,80
22570065,Manhattan,10016,3,,150
22570793,Manhattan,10039,2,,70
22571028,Brooklyn,11211,4,,135
22571205,Brooklyn,11235,6,,179
22572314,Brooklyn,11211,6,,105
22574255,Brooklyn,11218,2,,54
22575619,Brooklyn,11206,2,,65
22576120,Queens,11356,3,,80
22578161,Queens,11355,1,,30
22579082,Queens,11105,2,,60
22582841,Brooklyn,11206,8,,285
22583959,Manhattan,10031,2,,65
22584507,Brooklyn,11211,1,,50
22584603,Brooklyn,11222,1,,45
22584844,Brooklyn,11226,2,,38
22586049,Brooklyn,11211,3,,150
22586352,Manhattan,10009,6,,280
22586703,Brooklyn,11222,2,,120
22587295,Brooklyn,11217,4,,175
22587313,Manhattan,10009,4,,240
22587700,Brooklyn,11249,1,,100
22588400,Manhattan,10012,1,,95
22588459,Brooklyn,11206,2,,60
22588755,Brooklyn,11206,1,,80
22589075,Brooklyn,11211,4,,175
22589500,Manhattan,10019,3,,130
22594239,Brooklyn,11232,2,,185
22599828,Brooklyn,11231,4,,140
22600713,Manhattan,10002,2,,140
22601143,Manhattan,10003,1,,50
22601249,Queens,11101,6,,95
22602605,Brooklyn,11238,5,,95
22602727,Brooklyn,11216,2,,45
22602979,Brooklyn,11216,2,,49
22602996,Manhattan,10029,2,,90
22608109,Manhattan,10003,2,,191
22609027,Manhattan,10023,2,,175
22610279,Bronx,10451,3,,75
22611675,Manhattan,10032,1,,25
22611934,Manhattan,10027,2,,32
22612874,Brooklyn,11206,2,,85
22613221,Queens,11103,2,,45
22615655,Manhattan,10011,2,,230
22616613,Manhattan,10034,2,,34
22616692,Queens,11385,2,,65
22617077,Manhattan,10038,4,,120
22617426,Brooklyn,11216,1,,35
22618211,Manhattan,10018,2,,103
22618396,Brooklyn,11222,2,,60
22627376,Brooklyn,11222,2,,45
22627980,Manhattan,10025,2,,99
22628116,Manhattan,10034,1,,125
22628471,Manhattan,10001,2,,75
22629010,Manhattan,10017,4,,200
22629696,Brooklyn,11221,2,,100
22631617,Brooklyn,11201,2,,60
22631676,Brooklyn,11216,2,,97
22631779,Queens,11105,3,,55
22632338,Brooklyn,11236,6,,120
22633159,Brooklyn,11233,8,,249
22634088,Brooklyn,11223,2,,39
22635815,Manhattan,nan,2,,38
22635959,Queens,11385,2,,45
22636145,Queens,11104,4,,60
22636548,Manhattan,10034,4,,225
22636785,Queens,11385,3,,25
22637100,Queens,11385,1,,25
22637533,Brooklyn,11209,2,,30
22638243,Brooklyn,11216,2,,50
22638442,Brooklyn,11213,1,,25
22649404,Staten Island,10301,6,,59
22649836,Queens,11416,2,,30
22650253,Manhattan,10002,2,,110
22651032,Queens,11428,2,,69
22651509,Manhattan,10011,2,,115
22651614,Manhattan,10032,1,,75
22651901,Brooklyn,11226,6,,89
22652358,Brooklyn,11235,2,,50
22652572,Brooklyn,11231,2,,125
22653378,Bronx,10459,2,,80
22653782,Manhattan,10012,4,,1000
22654987,Brooklyn,11213,2,,70
22656115,Brooklyn,11233,2,,50
22656623,Brooklyn,11211,2,,300
22656685,Queens,11101,1,,50
22658582,Manhattan,10035,1,,30
22663674,Manhattan,10024,4,,545
22665286,Queens,11104,4,,200
22665392,Brooklyn,11211,4,,189
22666667,Brooklyn,11221,2,,38
22667271,Brooklyn,11207,2,,55
22667641,Manhattan,10065,2,,200
22667649,Manhattan,10002,1,,65
22667815,Brooklyn,11201,2,,85
22669096,Manhattan,10023,3,,395
22670614,Brooklyn,11211,2,,70
22671517,Brooklyn,11201,4,,74
22672271,Brooklyn,11233,1,,69
22674537,Manhattan,10005,2,,80
22675757,Brooklyn,11236,2,,55
22676015,Queens,11101,2,,124
22681018,Manhattan,10017,2,,170
22682089,Manhattan,10026,1,,45
22683699,Manhattan,10031,4,,95
22683799,Brooklyn,11226,1,,22
22683927,Manhattan,nan,1,,125
22685532,Queens,11417,4,,200
22686497,Brooklyn,11221,4,,130
22686751,Manhattan,10032,5,,173
22687481,Brooklyn,11222,2,,75
22687843,Manhattan,10017,2,,170
22688059,Brooklyn,11233,2,,110
22689135,Brooklyn,11221,2,,50
22689214,Brooklyn,11233,2,,55
22689939,Manhattan,10009,2,,135
22690429,Manhattan,10009,1,,85
22690507,Brooklyn,11221,2,,55
22690837,Brooklyn,11215,3,,189
22691267,Brooklyn,11205,3,,60
22697211,Brooklyn,11201,2,,100
22698090,Brooklyn,11235,4,,95
22699135,Manhattan,10037,6,,175
22699657,Queens,11378,4,,90
22699847,Brooklyn,11206,6,,150
22699919,Brooklyn,11238,1,,42
22700180,Queens,11385,2,,40
22700620,Brooklyn,11211,2,,75
22701496,Brooklyn,11237,2,,75
22701969,Brooklyn,11213,2,,45
22702377,Brooklyn,11222,1,,78
22702906,Brooklyn,11217,3,,200
22702994,Brooklyn,11218,1,,50
22703468,Manhattan,10018,2,,300
22703920,Brooklyn,11236,2,,55
22704069,Manhattan,nan,6,,800
22704461,Manhattan,10024,4,,170
22704580,Manhattan,10023,1,,120
22705115,Brooklyn,11236,3,,90
22705963,Manhattan,10016,2,,70
22706034,Manhattan,10003,2,,80
22706231,Bronx,10459,2,,40
22706343,Queens,11358,1,,54
22713055,Manhattan,10031,1,,35
22713294,Queens,11385,2,,25
22713353,Brooklyn,11215,2,,55
22714327,Bronx,10474,2,,45
22714571,Manhattan,10018,2,,109
22714857,Manhattan,10018,2,,80
22714989,Brooklyn,11225,4,,125
22715051,Brooklyn,11233,5,,119
22715506,Manhattan,10011,4,,375
22715517,Brooklyn,11206,2,,65
22717509,Manhattan,10028,2,,95
22717766,Brooklyn,11216,2,,64
22717838,Brooklyn,11205,2,,85
22719709,Brooklyn,11208,1,,68
22729678,Manhattan,10036,2,,88
22729984,Manhattan,10027,2,,90
22730139,Staten Island,10312,4,,185
22730899,Brooklyn,11222,1,,50
22733147,Brooklyn,nan,2,,70
22734359,Brooklyn,nan,5,,59
22734483,Manhattan,10021,2,,150
22734514,Queens,11102,2,,80
22735103,Queens,11377,3,,60
22735497,Manhattan,10029,2,,100
22736194,Brooklyn,11230,1,,50
22737164,Manhattan,10004,2,,120
22744855,Queens,11356,6,,120
22746368,Queens,11374,1,,23
22749701,Brooklyn,11238,3,,100
22749967,Brooklyn,11216,6,,79
22750988,Manhattan,10003,2,,83
22751177,Manhattan,10003,2,,83
22751269,Manhattan,10003,2,,85
22751703,Manhattan,10003,2,,83
22751906,Brooklyn,11233,5,,105
22752094,Manhattan,10028,6,,275
22753683,Brooklyn,11226,1,,47
22753775,Manhattan,10012,2,,265
22753912,Manhattan,10027,3,,175
22754004,Brooklyn,11216,2,,80
22754110,Manhattan,10011,4,,115
22754373,Brooklyn,11221,1,,35
22756078,Brooklyn,11237,1,,69
22759494,Brooklyn,11237,6,,250
22760853,Manhattan,10128,2,,100
22761054,Manhattan,10018,4,,135
22762560,Manhattan,10018,2,,450
22763812,Brooklyn,11233,2,,36
22763863,Manhattan,10032,2,,33
22764944,Manhattan,10033,2,,52
22767004,Brooklyn,11215,2,,45
22770321,Brooklyn,11208,4,,80
22770827,Manhattan,10010,3,,200
22770831,Queens,11418,2,,50
22771871,Bronx,10454,6,,150
22772191,Manhattan,10003,1,,67
22772279,Brooklyn,11205,2,,52
22772570,Manhattan,10003,2,,83
22775292,Brooklyn,11237,2,,65
22775694,Brooklyn,11221,2,,115
22775929,Manhattan,10009,2,,180
22778341,Queens,11377,1,,40
22781825,Manhattan,10003,4,,75
22785118,Brooklyn,11221,2,,125
22786489,Queens,11354,4,,140
22789426,Manhattan,10022,2,,50
22789917,Brooklyn,11206,1,,30
22790196,Manhattan,10007,4,,980
22792652,Manhattan,10128,2,,89
22792711,Queens,11385,2,,90
22792746,Staten Island,10301,7,,150
22793472,Brooklyn,11238,2,,69
22793957,Brooklyn,11206,1,,50
22794168,Manhattan,10030,1,,49
22794719,Bronx,10467,2,,50
22796694,Manhattan,10027,3,,55
22796888,Manhattan,10027,3,,55
22797033,Manhattan,10027,4,,59
22797978,Manhattan,10016,4,,200
22800208,Manhattan,10030,1,,78
22802275,Brooklyn,11203,4,,150
22803859,Brooklyn,11216,2,,110
22805947,Brooklyn,11225,2,,120
22809557,Manhattan,10002,1,,69
22811128,Brooklyn,11213,2,,50
22811207,Manhattan,10031,1,,60
22811519,Queens,11379,3,,65
22812324,Brooklyn,11206,3,,92
22814281,Brooklyn,11211,1,,175
22814859,Brooklyn,11236,2,,80
22815108,Manhattan,10027,2,,59
22815257,Manhattan,10027,4,,55
22815339,Manhattan,10027,4,,59
22817544,Brooklyn,11215,2,,100
22818498,Brooklyn,11249,1,,40
22824469,Brooklyn,11203,2,,68
22829069,Brooklyn,11230,4,,66
22830789,Queens,11377,2,,60
22833434,Manhattan,10025,2,,120
22833773,Manhattan,10027,1,,60
22835316,Brooklyn,11221,4,,125
22840839,Brooklyn,11217,2,,150
22841280,Brooklyn,11221,4,,125
22842124,Brooklyn,11211,2,,150
22843793,Brooklyn,11221,2,,125
22846744,Manhattan,10013,2,,150
22847493,Brooklyn,11221,2,,60
22847975,Queens,11103,2,,70
22848359,Bronx,10468,6,,70
22848599,Brooklyn,11233,2,,59
22850413,Manhattan,10025,2,,60
22851242,Manhattan,10035,2,,69
22852022,Queens,11385,2,,44
22852435,Brooklyn,11210,2,,79
22856025,Staten Island,10314,4,,25
22857268,Brooklyn,11222,6,,480
22858455,Manhattan,10009,2,,150
22862288,Manhattan,10002,2,,280
22862793,Manhattan,10003,2,,139
22862864,Manhattan,10013,1,,125
22862877,Brooklyn,11230,3,,69
22862882,Manhattan,10033,4,,110
22863062,Brooklyn,11211,4,,275
22863817,Brooklyn,nan,1,,45
22865818,Brooklyn,11249,1,,125
22868847,Manhattan,10025,2,,86
22869025,Brooklyn,11213,1,,50
22869229,Manhattan,10006,4,,165
22869573,Manhattan,10003,2,,150
22877744,Brooklyn,11237,2,,38
22878070,Brooklyn,11205,5,,350
22878715,Brooklyn,11226,4,,73
22878805,Manhattan,10065,2,,169
22879396,Brooklyn,11201,2,,75
22881110,Manhattan,10024,1,,139
22882677,Manhattan,10028,4,,210
22885310,Brooklyn,11213,2,,60
22886125,Brooklyn,11249,1,,45
22887406,Manhattan,10009,2,,55
22896433,Queens,11377,4,,78
22898351,Manhattan,10038,2,,59
22898938,Queens,11385,2,,37
22899900,Manhattan,10001,2,,110
22901723,Brooklyn,11216,1,,35
22904809,Brooklyn,11207,1,,70
22904958,Brooklyn,11221,4,,45
22904985,Brooklyn,11207,10,,150
22906559,Queens,11385,1,,50
22907187,Manhattan,10014,2,,220
22907591,Manhattan,10009,4,,190
22907753,Brooklyn,11226,1,,35
22908372,Manhattan,10032,1,,60
22911635,Manhattan,10022,5,,179
22913600,Brooklyn,11237,1,,45
22919133,Brooklyn,11238,2,,60
22919392,Brooklyn,11221,2,,47
22919627,Brooklyn,11221,3,,45
22921200,Manhattan,10075,3,,170
22923312,Queens,11101,2,,199
22923314,Queens,11375,2,,78
22925367,Manhattan,10035,1,,30
22926669,Brooklyn,11206,2,,60
22926871,Manhattan,10019,5,,300
22926900,Queens,11385,4,,150
22927598,Manhattan,10028,2,,119
22928216,Manhattan,10028,2,,159
22928463,Brooklyn,11237,1,,27
22928803,Brooklyn,11237,1,,50
22928943,Queens,nan,1,,55
22929141,Brooklyn,11215,2,,150
22929942,Brooklyn,11211,2,,140
22929963,Queens,11106,2,,129
22934602,Manhattan,10036,2,,99
22937095,Brooklyn,11238,4,,98
22937305,Staten Island,10314,4,,39
22937557,Brooklyn,11237,3,,50
22940777,Brooklyn,11215,2,,100
22942669,Brooklyn,11221,1,,35
22944348,Manhattan,10019,6,,295
22945122,Queens,11429,2,,38
22946348,Brooklyn,11226,1,,35
22950209,Manhattan,10001,5,,220
22951326,Manhattan,10016,1,,70
22951923,Brooklyn,11216,2,,145
22953136,Brooklyn,11237,4,,125
22953160,Manhattan,10009,3,,75
22955340,Manhattan,10019,1,,60
22955342,Brooklyn,11249,2,,53
22956955,Brooklyn,11208,2,,50
22957090,Brooklyn,11221,2,,75
22958516,Brooklyn,11237,1,,29
22958680,Brooklyn,11249,3,,128
22961758,Brooklyn,11229,2,,50
22961764,Manhattan,10018,1,,110
22968206,Brooklyn,11211,2,,90
22969068,Brooklyn,11205,4,,125
22969403,Manhattan,10009,3,,170
22969873,Brooklyn,11237,2,,60
22970376,Queens,11104,2,,89
22971074,Brooklyn,11233,8,,150
22971252,Brooklyn,11213,2,,32
22971913,Brooklyn,11216,3,,69
22972187,Brooklyn,11206,2,,70
22972313,Manhattan,10028,2,,72
22972328,Queens,11106,3,,47
22972357,Manhattan,10032,2,,50
22972832,Queens,11355,3,,150
22973043,Manhattan,10002,2,,190
22975958,Brooklyn,11222,2,,80
22977021,Staten Island,10304,1,,20
22978756,Manhattan,10011,3,,299
22979825,Brooklyn,11211,1,,75
22980068,Queens,11421,3,,50
22980907,Brooklyn,11218,2,,57
22981126,Brooklyn,11213,1,,75
22983227,Brooklyn,11226,2,,100
22983671,Manhattan,10016,4,,190
22983888,Manhattan,10030,4,,130
22984370,Brooklyn,11237,2,,65
22985168,Queens,11106,2,,175
22985354,Brooklyn,11221,8,,450
22985419,Queens,11427,8,,200
22985840,Queens,11369,2,,65
22986097,Brooklyn,11238,2,,85
22986139,Manhattan,10013,4,,400
22986248,Brooklyn,11215,6,,200
22986908,Queens,11101,4,,130
22987769,Manhattan,10019,1,,90
22994960,Manhattan,10016,2,,120
22997160,Brooklyn,11217,2,,95
22997928,Brooklyn,11211,3,,275
22998663,Brooklyn,11215,5,,169
23000751,Queens,11362,2,,65
23001249,Manhattan,10011,2,,150
23001343,Brooklyn,11226,3,,65
23001611,Manhattan,10009,3,,350
23002312,Manhattan,10016,4,,250
23002371,Manhattan,10003,2,,90
23003201,Brooklyn,11232,2,,65
23004287,Brooklyn,11229,1,,27
23004845,Brooklyn,11238,1,,125
23005685,Manhattan,10007,2,,110
23006397,Manhattan,10003,3,,150
23006437,Queens,11385,1,,35
23012588,Manhattan,10031,2,,65
23016550,Manhattan,10003,2,,150
23017828,Brooklyn,11213,2,,60
23018108,Manhattan,10028,2,,110
23018280,Bronx,10461,3,,95
23019675,Manhattan,10040,4,,70
23019746,Queens,11385,2,,118
23020466,Manhattan,10035,2,,125
23021271,Queens,11373,5,,125
23021740,Manhattan,10039,3,,80
23023423,Queens,11415,1,,70
23024065,Brooklyn,11206,4,,100
23024656,Manhattan,10037,2,,125
23026309,Queens,11104,3,,50
23026346,Bronx,10461,6,,119
23027784,Manhattan,10065,2,,185
23034152,Manhattan,10024,4,,125
23034200,Brooklyn,11214,1,,40
23035441,Manhattan,10024,4,,117
23035859,Manhattan,10028,8,,350
23035874,Manhattan,10016,3,,145
23035891,Brooklyn,11206,1,,35
23035911,Manhattan,10025,5,,125
23036845,Manhattan,10028,8,,300
23037039,Brooklyn,11233,2,,50
23037820,Manhattan,10028,3,,135
23040115,Brooklyn,11216,4,,108
23041312,Manhattan,10036,3,,525
23042836,Brooklyn,11249,2,,104
23045850,Queens,11385,2,,45
23046807,Brooklyn,11215,2,,50
23047572,Brooklyn,11225,5,,220
23052180,Brooklyn,11207,4,,45
23052964,Brooklyn,11207,4,,55
23053294,Brooklyn,11201,3,,97
23053597,Queens,11385,4,,35
23053827,Queens,11369,2,,80
23054077,Brooklyn,11222,5,,200
23054586,Queens,11101,2,,68
23054891,Manhattan,10036,3,,186
23055816,Manhattan,10027,2,,150
23056508,Manhattan,10009,1,,65
23056637,Queens,11104,4,,100
23058456,Brooklyn,11205,2,,42
23058686,Brooklyn,11249,2,,75
23059611,Brooklyn,11201,2,,125
23060192,Brooklyn,11213,4,,93
23061070,Brooklyn,11236,2,,130
23061112,Brooklyn,11212,4,,65
23061804,Manhattan,10003,1,,67
23062725,Brooklyn,11233,5,,119
23062969,Manhattan,10030,2,,55
23064260,Brooklyn,11237,4,,250
23070522,Brooklyn,11233,5,,99
23071191,Manhattan,10033,2,,29
23071774,Brooklyn,11211,2,,94
23072308,Manhattan,10033,4,,72
23072371,Queens,11373,2,,31
23072631,Manhattan,10025,4,,150
23074259,Brooklyn,11212,1,,80
23074722,Brooklyn,11212,1,,80
23075778,Manhattan,10009,3,,150
23076745,Queens,11419,2,,75
23076968,Queens,11354,2,,49
23077115,Queens,11419,2,,83
23077687,Manhattan,10065,2,,135
23078073,Manhattan,10011,2,,100
23078172,Manhattan,10032,1,,29
23078446,Manhattan,10016,4,,329
23078769,Brooklyn,11213,2,,70
23078904,Brooklyn,11215,2,,140
23080356,Manhattan,10031,1,,48
23084751,Manhattan,10022,3,,180
23086483,Manhattan,10016,4,,365
23088623,Brooklyn,11221,1,,119
23088777,Brooklyn,11221,2,,129
23088947,Brooklyn,11211,1,,40
23090298,Brooklyn,11226,2,,58
23090632,Queens,11101,2,,76
23090887,Queens,11377,7,,289
23091135,Queens,11377,3,,65
23091460,Manhattan,10028,2,,225
23092112,Brooklyn,11226,2,,75
23092823,Bronx,10451,4,,120
23092889,Brooklyn,11237,2,,70
23093320,Brooklyn,11206,2,,45
23094550,Manhattan,10003,4,,100
23096661,Manhattan,10027,2,,100
23097802,Bronx,10467,2,,35
23099899,Brooklyn,11211,1,,60
23100862,Bronx,10467,2,,41
23100931,Brooklyn,11222,5,,139
23102299,Bronx,10467,2,,45
23103116,Manhattan,10029,1,,40
23104347,Queens,11421,4,,90
23105516,Bronx,10466,1,,29
23105764,Queens,11369,8,,257
23106013,Manhattan,10012,4,,295
23106106,Manhattan,nan,2,,70
23106220,Brooklyn,11205,3,,70
23106361,Manhattan,10031,2,,65
23106431,Brooklyn,11205,2,,55
23106518,Queens,11385,3,,75
23106900,Manhattan,10025,2,,95
23107316,Manhattan,10011,2,,225
23108435,Queens,11377,2,,49
23108652,Brooklyn,11211,7,,325
23108981,Manhattan,10016,4,,199
23109325,Manhattan,10033,3,,67
23109329,Brooklyn,11205,2,,90
23109351,Manhattan,10016,4,,150
23110037,Brooklyn,11213,1,,45
23111561,Manhattan,10002,3,,160
23116453,Bronx,10459,3,,37
23120062,Manhattan,10022,2,,95
23120142,Bronx,10457,2,,80
23120678,Manhattan,10029,2,,115
23122597,Brooklyn,11214,6,,148
23123189,Brooklyn,11238,2,,173
23124338,Bronx,10457,16,,65
23126553,Queens,11102,4,,75
23126790,Brooklyn,11205,5,,250
23126850,Manhattan,10018,2,,160
23127656,Manhattan,10012,4,,300
23128247,Brooklyn,11218,3,,84
23128460,Manhattan,10021,2,,134
23129639,Queens,11421,6,,106
23129919,Brooklyn,11215,2,,100
23130144,Queens,11103,4,,100
23131011,Brooklyn,11225,2,,50
23131033,Brooklyn,11226,4,,55
23131354,Brooklyn,11232,4,,120
23131463,Manhattan,10011,2,,127
23131496,Manhattan,10010,2,,160
23139166,Brooklyn,11211,4,,117
23139647,Bronx,10469,12,,250
23142952,Manhattan,10032,2,,30
23143173,Brooklyn,11207,2,,40
23144059,Manhattan,10025,2,,92
23145289,Brooklyn,11249,3,,175
23147603,Brooklyn,11222,4,,250
23148972,Brooklyn,11223,4,,110
23150033,Brooklyn,11230,2,,100
23150686,Manhattan,10031,1,,54
23151066,Manhattan,10028,2,,117
23154138,Manhattan,10002,2,,99
23156950,Queens,11372,2,,59
23158057,Brooklyn,11217,2,,100
23158770,Queens,11421,4,,63
23160162,Brooklyn,11211,1,,55
23161182,Queens,11375,2,,69
23164537,Bronx,10453,1,,20
23166224,Brooklyn,11221,2,,40
23166556,Manhattan,10001,1,,63
23166922,Manhattan,10025,4,,75
23168904,Queens,11354,2,,50
23169146,Queens,11101,1,,1250
23170204,Manhattan,10016,2,,80
23170592,Queens,11378,2,,40
23171917,Manhattan,10013,3,,120
23177964,Brooklyn,11226,2,,70
23179415,Brooklyn,11226,2,,47
23183557,Brooklyn,11233,2,,42
23184420,Manhattan,10002,1,,41
23184752,Brooklyn,11205,2,,70
23184876,Brooklyn,11217,5,,350
23185690,Manhattan,10033,2,,85
23188573,Manhattan,10033,2,,90
23188871,Manhattan,10033,3,,120
23190292,Manhattan,10075,2,,145
23191484,Brooklyn,11216,1,,75
23195752,Manhattan,10025,5,,250
23199948,Manhattan,10001,4,,150
23201228,Manhattan,10012,2,,159
23202549,Manhattan,10016,4,,160
23203149,Brooklyn,11221,2,,65
23207570,Bronx,10466,4,,65
23214720,Manhattan,10025,2,,150
23214729,Brooklyn,11238,2,,69
23216187,Brooklyn,11216,1,,26
23216832,Brooklyn,11211,1,,50
23217530,Brooklyn,11213,2,,125
23218579,Brooklyn,11222,4,,125
23219361,Staten Island,10305,2,,71
23219659,Brooklyn,11211,3,,175
23219660,Bronx,10452,2,,47
23221495,Queens,11432,2,,80
23221581,Brooklyn,11220,5,,70
23222310,Brooklyn,11207,2,,43
23223028,Brooklyn,11201,4,,133
23229152,Brooklyn,11218,1,,50
23230395,Queens,11373,3,,100
23230793,Queens,11377,4,,99
23232686,Brooklyn,11233,3,,110
23235101,Brooklyn,11221,4,,150
23235762,Brooklyn,11201,4,,200
23237952,Brooklyn,11206,1,,44
23240738,Queens,11354,2,,60
23247351,Brooklyn,11206,2,,50
23247442,Staten Island,10301,12,,245
23249573,Brooklyn,11232,9,,180
23251395,Brooklyn,11237,2,,41
23251417,Queens,11105,2,,60
23251775,Brooklyn,11211,3,,120
23252265,Manhattan,10011,3,,123
23252443,Manhattan,10017,6,,339
23252588,Brooklyn,11231,4,,125
23253216,Queens,11385,2,,30
23254023,Bronx,10452,1,,54
23256023,Brooklyn,11217,2,,55
23256828,Brooklyn,11207,1,,35
23256946,Brooklyn,11225,2,,75
23258602,Manhattan,nan,1,,50
23262857,Manhattan,10025,4,,93
23264421,Manhattan,NY 10016,2,,188
23265699,Queens,11355,4,,85
23268810,Manhattan,10035,2,,80
